Timestamp,Depth,ROP,WOB,RPM,Torque,MSE,Formation_Hardness
2023-01-01 00:00:00.000000,1000,50.0,71.46214353351772,161.51146283964235,1.0,2504077.9568063645,0.6024232086628163
2023-01-01 00:06:00.000000,1005,50.0,69.54413349439311,159.99541038161377,1.0,2446536.491136417,0.6399120931387421
2023-01-01 00:12:00.000000,1010,47.950522598509565,62.92081052005639,159.41796210518532,1.0,2287172.9296235153,0.638393778712934
2023-01-01 00:18:15.386941,1015,49.30148578718232,66.86553350537103,164.31285288751886,1.0,2396227.305378787,0.6573013550370704
2023-01-01 00:24:20.487500,1020,50.0,67.12767283708989,166.13402012090202,1.0,2401642.8931235345,0.5616696130766043
2023-01-01 00:30:20.487500,1025,46.07184277653077,62.60121876447034,160.42036686782336,1.2808357728048347,2473099.0768597703,0.656158520651887
2023-01-01 00:36:51.181662,1030,50.0,63.34657278306804,161.07910057208016,1.0,2281121.7760283616,0.48801183744350285
2023-01-01 00:42:51.181662,1035,50.0,72.57903146166608,160.5223969347733,1.0,2531165.9054598445,0.5886303349417094
2023-01-01 00:48:51.181662,1040,50.0,76.64252736552646,166.60301689466766,1.0,2662911.0801050668,0.5928036609688573
2023-01-01 00:54:51.181662,1045,50.0,68.66717034862222,159.5928954438189,1.0,2421223.8508218164,0.6461833984314336
2023-01-01 01:00:51.181662,1050,50.0,73.9278845626631,164.2113840552396,1.0,2580626.8761281967,0.6131619666366763
2023-01-01 01:06:51.181662,1055,50.0,59.068115647222825,173.23390495908612,1.0,2206046.0705694384,0.5394855163113033
2023-01-01 01:12:51.181662,1060,50.0,72.44663158196612,168.56661447845966,1.0,2555139.200308045,0.5584728015478685
2023-01-01 01:18:51.181662,1065,50.0,66.4807522747406,160.94533652597994,1.0,2366194.628860139,0.6158458929488796
2023-01-01 01:24:51.181662,1070,50.0,71.79765875360121,158.57525576986544,1.0,2503164.8505586474,0.6003831312797534
2023-01-01 01:30:51.181662,1075,50.0,68.54326628547568,149.5406226812189,1.0,2383369.701409789,0.5740440077261447
2023-01-01 01:36:51.181662,1080,50.0,76.56555532750684,161.17852136349762,1.0,2642207.9952363973,0.5778646875177519
2023-01-01 01:42:51.181662,1085,50.0,66.96386624923113,157.47348225014406,1.3800972351538137,2572737.4265053174,0.6358661236080794
2023-01-01 01:48:51.181662,1090,50.0,73.22446721441592,163.92740016488509,1.0,2560456.775675999,0.5745717460259014
2023-01-01 01:54:51.181662,1095,50.0,69.25218041138906,160.0797037291527,1.0,2438858.1802035924,0.5956992706091646
2023-01-01 02:00:51.181662,1100,48.250147468560435,72.44608480061156,153.68220350664575,1.0,2523193.7855984573,0.7084978087489567
2023-01-01 02:07:04.237517,1105,50.0,68.45197553817043,154.97901663558724,1.0,2399528.567218291,0.5289639395081993
2023-01-01 02:13:04.237517,1110,50.0,64.77405483957655,160.08877673886138,1.2277148767816917,2441697.2681731437,0.507952604600868
2023-01-01 02:19:04.237517,1115,50.0,71.9623140196674,160.66604973347773,1.0,2514828.3585786736,0.6403694805984905
2023-01-01 02:25:04.237517,1120,50.0,70.21635175629766,170.25103213598797,1.0,2500051.459295922,0.568150074020163
2023-01-01 02:31:04.237517,1125,50.0,72.25897630408586,160.1563444981929,1.0,2521176.2948421226,0.5873073238617428
2023-01-01 02:37:04.237517,1130,50.0,71.08886909663153,163.23130817572846,1.0,2499789.2796735526,0.5655402561032353
2023-01-01 02:43:04.237517,1135,50.0,75.37064618353142,164.91699970636694,1.46776451781145,2886967.989574393,0.5932253978604461
2023-01-01 02:49:04.237517,1140,50.0,78.21132947295061,151.43147508638054,1.4383515125495998,2881336.336792041,0.6879940530383495
2023-01-01 02:55:04.237517,1145,50.0,67.59839269134042,159.03856800647773,1.0,2390155.98457192,0.650255097152861
2023-01-01 03:01:04.237517,1150,50.0,77.41415201302844,153.14637887817878,1.0,2637821.0795103656,0.6555659581255059
2023-01-01 03:07:04.237517,1155,50.0,64.74242736906551,166.43099248966357,1.0,2337568.1058552917,0.544168355501731
2023-01-01 03:13:04.237517,1160,50.0,74.06890040008084,161.99192553439406,1.0,2576863.878385118,0.5601594536754856
2023-01-01 03:19:04.237517,1165,50.0,72.49523282085406,166.53703880779076,1.0,2549505.3892648397,0.47870630403728087
2023-01-01 03:25:04.237517,1170,49.34654484530837,62.28879110698333,156.00382154253472,1.0,2241934.500309963,0.5833326005539589
2023-01-01 03:31:09.004697,1175,50.0,74.47283583665255,158.95363053238236,1.0,2577467.860103249,0.6749686617365659
2023-01-01 03:37:09.004697,1180,50.0,71.34934356930519,166.6284383169282,1.0,2518547.57917617,0.6564948173097063
2023-01-01 03:43:09.004697,1185,50.0,69.24724153617332,152.6578784132201,1.0,2413271.3227408775,0.6232591626327922
2023-01-01 03:49:09.004697,1190,50.0,80.20691084168541,155.2363837802537,1.017982450752633,2730775.826254654,0.6370712745903939
2023-01-01 03:55:09.004697,1195,50.0,69.619494401218,159.395931209844,1.0,2446537.2588664712,0.6077479767295252
2023-01-01 04:01:09.004697,1200,50.0,70.06238566772086,159.73329904813403,1.0,2459780.690121951,0.6565806523200456
2023-01-01 04:07:09.004697,1205,49.19225032459645,75.30749604423863,151.35807926771145,1.0,2582720.9570086915,0.6889211918009709
2023-01-01 04:13:14.915992,1210,50.0,75.84958147184639,145.36894045026744,1.0,2568452.4402779737,0.5742409141760162
2023-01-01 04:19:14.915992,1215,50.0,74.09541632085377,161.44050002309717,1.185591295359046,2678446.6390314978,0.6745380021069534
2023-01-01 04:25:14.915992,1220,50.0,81.56319822361745,156.61815749221915,1.2082702788525832,2874816.095370858,0.7107988153240505
2023-01-01 04:31:14.915992,1225,50.0,77.0568602948276,146.98985028490074,1.0,2606957.685315746,0.6481330500537187
